,attributeID,cluster,tier2
887,887,37,block printed and resist-dyed
888,888,37,block-printed and resist-dyed
889,889,9,bloodstone
890,890,42,blown
891,891,42,blown amber glass with applied threaded decoration
892,892,42,blown and cut glass
893,893,42,blown and engraved glass
894,894,42,blown glass
895,895,42,blown glass with applied decoration
896,896,42,blown lead glass
897,897,42,blown molded glass
898,898,42,blown molded lead glass
899,899,42,blown pattern-molded glass
900,900,42,blown pattern-molded green glass
901,901,42,blown pattern-molded lead blue glass
902,902,42,blown pattern-molded lead glass
903,903,37,blown pattern-molded non-lead glass
904,904,42,blown peachblow glass
905,905,42,blown satin cranberry glass
906,906,42,blown satin green with white opaque glass
907,907,42,blown satin yellow glass
908,908,42,blown-molded glass
909,909,10,blue
910,910,39,blue faience
911,911,42,blue glass
912,912,39,blue glaze
913,913,39,blue glazed
914,914,39,blue glazed steatite
915,915,10,blue paste
916,916,30,blue printed ware
917,917,5,blue wash
918,918,16,blue watercolor
919,919,37,blue-and-white porcelain
920,920,37,blue-cut-to-clear glass
921,921,13,bobbin and needle lace
922,922,13,bobbin lace
923,923,7,bois satiné
924,924,43,bone
925,925,43,bone china
926,926,45,bone china and unglazed porcelain (parian ware)
927,927,45,bone china with enamel decoration and gilding
928,928,43,bone
929,929,43,bone
930,930,43,bone
931,931,27,both clichés
932,932,23,bound in a leather cover
933,933,23,bound pages mounted with drawings and prints
934,934,4,boxwood
935,935,47,brass
936,936,28,brass (cast)
937,937,42,brass and glass
938,938,24,brass gilt
939,939,47,brass inlay
940,940,47,brass or bronze
941,941,47,brass
942,942,47,brass
943,943,47,brass
944,944,34,breccia
945,945,4,brocaded
946,946,48,bronze
947,947,41,bronze and gold leaf
948,948,24,bronze gilt
949,949,41,bronze inlaid with gold
950,950,41,bronze inlaid with silver
951,951,47,bronze or copper alloy
952,952,47,bronze or cupreous alloy
953,953,48,bronze with green patina
954,954,27,bronze with lead core
955,955,33,bronze with traces of gilding
956,956,24,bronze-gilt
957,957,48,bronze
958,958,48,bronze
959,959,10,brown
960,960,5,brown and gray wash
961,961,5,brown and grey wash
962,962,10,brown and red hiramakie
963,963,5,brown and yellow wash
964,964,10,brown chalk
965,965,11,brown ink
966,966,11,brown ink and wash
967,967,12,brown ink on off-white wove paper
968,968,10,brown patina
969,969,5,brown wash
970,970,5,brown wash over traces of black chalk
971,971,5,brown-gray wash
972,972,5,brush
973,973,5,brush and black
974,974,11,brush and black ink
975,975,5,brush and black wash
976,976,5,brush and blue wash
977,977,5,brush and brown
978,978,5,brush and brown and gray wash
979,979,5,brush and brown and green wash
980,980,11,brush and brown ink
981,981,5,brush and brown wash
982,982,5,brush and brown wash (verso)
983,983,5,brush and brown wash on laid paper
984,984,5,brush and brown wash over black chalk
985,985,5,brush and brown wash over graphite
986,986,5,brush and brown wash over graphite underdrawing
987,987,5,brush and brown wash over traces of graphite
988,988,5,brush and gray
989,989,5,brush and gray and black wash
990,990,5,brush and gray and brown wash
991,991,11,brush and gray ink
992,992,5,brush and gray wash
993,993,5,brush and gray-brown wash
994,994,11,brush and grey ink
995,995,5,brush and grey wash
996,996,11,brush and ink wash
997,997,5,brush and pale brown wash
998,998,12,brush and spatter lithograph with scraper printed in black on wove paper
999,999,5,brush and yellow
1000,1000,5,brush with brown
1001,1001,5,brush with brown and gray wash
1002,1002,5,brush with gray
1003,1003,13,brussels bobbin lace
1004,1004,13,brussels lace
1005,1005,13,brussels needle lace
1007,1007,4,buckskin
1009,1009,1,burin
1010,1010,1,burin and burnisher
1011,1011,29,burl
1012,1012,48,burnished
1013,1013,1,burnished aquatint and drypoint
1014,1014,48,burnished lavis
1015,1015,1,burnishing
1016,1016,5,burnt
1017,1017,27,by a later hand
1018,1018,34,calcite
1019,1019,28,calcite (alabaster)
1020,1020,32,calcite alabaster
1021,1021,3,camelid fiber
1022,1022,5,camelid hair
1023,1023,48,cameo embossed
1024,1024,22,cameo embossed paper
1025,1025,37,cameo-embossed
1026,1026,14,cameo-embossed  lace paper
1027,1027,37,cameo-embossed  open-work lace paper
1028,1028,14,cameo-embossed lace paper
1029,1029,37,cameo-embossed open-work lace paper
1030,1030,3,cane
1031,1031,28,cane (rattan)
1032,1032,25,caned seat
1033,1033,4,caning
1034,1034,16,canvas
1035,1035,14,canvas worked with silk and metal thread
1036,1036,14,canvas worked with silk thread
1037,1037,9,carnelian
1038,1038,41,carnelian and gold
1039,1039,9,carnelian and white agate
1040,1040,32,carrara marble
1041,1041,0,cartonnage
1042,1042,19,carved
1043,1043,25,carved and gilded beech
1044,1044,25,carved and gilded beechwood
1045,1045,25,carved and gilded oak
1046,1046,25,carved and gilded pine
1047,1047,25,carved and gilded wood
1048,1048,24,carved and gilt
1049,1049,25,carved and painted walnut
1050,1050,25,carved and turned
1051,1051,25,carved beech with crimson damask
1052,1052,10,carved black and red lacquer
1053,1053,19,carved oak
1054,1054,19,carved red
1055,1055,25,carved red lacquer
1056,1056,19,carved relief
1057,1057,19,carved walnut
1058,1058,19,carved wood
1059,1059,19,carved
1060,1060,41,case of gold and enamel
1061,1061,23,cast
1062,1062,37,cast - double
1063,1063,37,cast - single
1064,1064,47,cast brass
1065,1065,48,cast bronze
1066,1066,43,cast iron
1067,1067,38,cast plaster
1068,1068,45,cast terracotta
1069,1069,29,cedar
1070,1070,38,cement
1071,1071,45,ceramic
1072,1072,45,ceramic inlay
1073,1073,39,ceramic with glaze
1074,1074,9,chalcedony
1075,1075,9,chalcedony (carnelian)
1076,1076,9,chalcedony-agate
1077,1077,16,chalk
1078,1078,33,chalk manner in red
1079,1079,48,champlevé and cloisonné enamel
1080,1080,48,champlevé enamel
1081,1081,16,charcoal
1082,1082,27,chased
1083,1083,29,cherry
1084,1084,34,chert
1085,1085,34,chert or flint
1086,1086,29,chestnut
1087,1087,33,chiaroscuro woodcut from three blocks in brown
1088,1088,33,chiaroscuro woodcut from three blocks in green
1089,1089,33,chiaroscuro woodcut from two blocks in brown
1090,1090,5,chicken skin
1091,1091,34,chlorite
1092,1092,34,chlorite or steatite
1093,1093,34,chlorite schist
1094,1094,17,chromolithographed die-cut scraps
1095,1095,12,chromolithographic print on paper
1096,1096,1,chromolithography
1097,1097,9,cinnabar
1098,1098,30,circular fan-shaped woodblock print
1099,1099,45,clay
1100,1100,28,clay (unfired)
1101,1101,31,clay covered with glaze (seto ware)
1102,1102,31,clay covered with glaze (takatori ware)
1103,1103,7,cliché-verre
1104,1104,49,cloisonné
1105,1105,48,cloisonné enamel
1106,1106,48,cloisonné enamel on copper
1107,1107,15,cloth
1108,1108,41,coated with gold
1109,1109,3,coconut
1110,1110,3,coconut shell
1112,1112,10,color
1113,1113,26,color aquatint
1114,1114,28,color engraving (à la poupée)
1115,1115,26,color lithograph
1116,1116,12,color lithograph on wove paper
1117,1117,26,color lithography
1118,1118,18,color lithography with watercolor and gum
1119,1119,26,color woodcut
1120,1120,10,colored
1121,1121,28,colored enamels (arita ware)
1122,1122,26,colored lithograph
1123,1123,12,colored paper
1124,1124,5,colored wash
1125,1125,8,colorless
1126,1126,42,colorless (slightly gray) nonlead glass. blown
1127,1127,44,colorless glass
1128,1128,42,colorless glass and vitreous paint
1129,1129,8,colorless glaze
1130,1130,8,colorless
1131,1131,26,commercial color lithograph
1132,1132,26,commercial color lithography reproducing drawings
1133,1133,26,commercial lithograph
1134,1134,27,commercial photolithograph
1135,1135,26,commerical lithograph
1136,1136,18,composition ornament
1137,1137,29,coniferous wood
1138,1138,47,copper
1139,1139,28,copper  (hammered)
1140,1140,28,copper (cast)
1141,1141,28,copper (hammered)
1142,1142,47,copper alloy
1143,1143,47,copper alloy (brass)
1144,1144,47,copper alloy (bronze)
1145,1145,28,copper alloy (latten)
1146,1146,28,copper alloy (sentoku)
1147,1147,47,copper alloy with gilding
1148,1148,47,copper alloy with light brown patina
1149,1149,41,copper and gold leaf
1150,1150,47,copper engraving
1151,1151,24,copper-gilt
1152,1152,28,copper-gold alloy (<i>shakudō</i>)
1153,1153,28,copper-gold alloy (shakudō)
1154,1154,28,copper-gold alloy (shakudō)
1155,1155,28,copper-silver alloy (shibuichi)
1156,1156,47,copper: engraved
1157,1157,30,copperplate printed
1158,1158,21,coral
1159,1159,21,coral stopper
1160,1160,40,cord
1161,1161,29,cork
1162,1162,15,cotton
1163,1163,15,cotton (warp and weft)
1164,1164,28,cotton (weft)
1165,1165,15,cotton and linen
1166,1166,14,cotton and metal thread
1167,1167,15,cotton and silk
1168,1168,15,cotton and wool
1169,1169,15,cotton on cotton
1170,1170,15,cotton on linen
1171,1171,15,cotton
1172,1172,15,cotton
1173,1173,15,cotton
1174,1174,15,cotton
1175,1175,4,couched
1176,1176,4,couching
1177,1177,13,couching stitches
1178,1178,16,crayon
1179,1179,12,crayon lithograph on china paper
1180,1180,12,crayon on paper
1181,1181,11,crayon-manner engraving with red ink
1183,1183,13,crochet
1184,1184,42,crystal
1185,1185,28,cuir bouilli (tooled leather)
1186,1186,47,cupreous alloy
1187,1187,36,cupreous metal
1188,1188,17,cut
1189,1189,25,cut and gilded
1190,1190,13,cut and voided silk velvet
1191,1191,42,cut blown glass
1192,1192,42,cut glass
1193,1193,22,cut paper
1194,1194,22,cut paper against a lithographic background
1195,1195,22,cut paper pasted on etched frames
1196,1196,22,cut paper silhouette
1197,1197,37,cut-out gold foil application
1199,1199,1,cyanotype
1200,1200,1,daguerreotype
1201,1201,26,daguerreotype with applied color
1202,1202,10,dark blue
1203,1203,10,dark blue printed ware
1204,1204,10,dark brown ink
1205,1205,10,dark brown patina
1206,1206,10,dark green
1207,1207,27,deal
1208,1208,28,delftware (tin-glazed earthenware)
1209,1209,4,derbyshire spar
1210,1210,41,diamond
1211,1211,41,diamond point
1212,1212,9,diamond thumbprint
1213,1213,41,diamonds
1214,1214,41,diamonds
1215,1215,17,die cut card stock
1216,1216,17,die cut chromolithographed scraps
1217,1217,17,die-cut scrap
1218,1218,17,die-cut scraps
1219,1219,34,diorite
1220,1220,26,diptych of polychrome woodblock prints
1221,1221,12,distemper on cloth
1222,1222,25,distemper on wood
1224,1224,5,donkey skin
1225,1225,22,drawn on fine-grained transfer paper
1226,1226,12,drawn on thin
1227,1227,22,drawn on white transfer paper with a grained-stone texture
1229,1229,1,drypoint
1230,1230,1,drypoint and roulette
1231,1231,12,drypoint on laid paper
1232,1232,15,dyed
1233,1233,35,early imari type
1234,1234,49,earthenware
1235,1235,39,earthenware with flint enamel glaze
1236,1236,39,earthenware with green glaze
1237,1237,39,earthenware with green lead glaze
1238,1238,45,earthenware with painted decoration
1239,1239,45,earthenware with pigment
1240,1240,45,earthenware with slip decoration
1241,1241,49,earthenware
1242,1242,49,earthenware
1243,1243,49,earthenware
1244,1244,49,earthenware
1245,1245,49,earthenware
1246,1246,49,earthenware
1247,1247,49,earthenware
1248,1248,49,earthenware
1249,1249,49,earthenware
1250,1250,49,earthenware
1251,1251,49,earthenware
1252,1252,29,ebonized walnut
1253,1253,29,ebonized wood
1254,1254,25,ebony
1255,1255,32,egyptian alabaster
1256,1256,10,egyptian blue
1257,1257,35,eiraku type
1258,1258,47,electroformed copper
1259,1259,33,electrotype proof of a wood engraving
1260,1260,34,electrum
1261,1261,48,embossed
1262,1262,13,embroidered
1263,1263,13,embroidered in silk
1264,1264,13,embroidered net
1265,1265,13,embroidered silk on linen
1266,1266,13,embroidered with silk
1267,1267,13,embroidery
1268,1268,9,emerald
1269,1269,9,emeralds
1270,1270,48,enamel
1271,1271,47,enamel on brass
1272,1272,47,enamel on copper
1273,1273,48,enamel
1274,1274,48,enameled
1275,1275,24,enameled and gilt
1276,1276,48,enameled copper
1277,1277,44,enameled glass
1278,1278,48,enameled gold
1279,1279,48,enamelled
1280,1280,6,engraved
1281,1281,44,engraved glass
1282,1282,22,engraved motto on white card stock
1283,1283,6,engraving
1284,1284,6,engraving and blackwork
1285,1285,6,engraving and drypoint
1286,1286,6,engraving and etching
1287,1287,18,engraving and hand coloring (watercolor)
1288,1288,1,engraving on chine collé
1289,1289,12,engraving on paper
1290,1290,6,engraving with etching
1291,1291,20,engraving. third state
1292,1292,6,engraving
1293,1293,6,engraving
1294,1294,6,engraving
1295,1295,6,engraving
1296,1296,6,engraving
1297,1297,6,engraving
1298,1298,6,engraving
1299,1299,1,engravings
1301,1301,6,etching
1302,1302,6,etching and aquatint
1303,1303,18,etching and aquatint in green
1304,1304,18,etching and aquatint printed in color
1305,1305,6,etching and burin
1306,1306,6,etching and burnished aquatint
1307,1307,18,etching and drawing
1308,1308,6,etching and drypoint
1309,1309,18,etching and drypoint on china paper
1310,1310,18,etching and drypoint on laid paper
1311,1311,6,etching and engraving
1312,1312,18,etching and engraving. second state
1313,1313,18,etching and hand coloring (watercolor)
1314,1314,6,etching and mezzotint
1315,1315,6,etching and stipple
1316,1316,6,etching and stipple engraving
1317,1317,1,etching on chine collé
1318,1318,12,etching on laid paper
1319,1319,12,etching on wove paper
1320,1320,18,etching on zinc
1321,1321,6,etching with aquatint
1322,1322,6,etching with drypoint
1323,1323,18,etching with drypoint and roulette
1324,1324,6,etching with engraving
1325,1325,18,etching with hand coloring
1326,1326,18,etching with some engraving
1327,1327,6,etching with stipple
1328,1328,18,etching with watercolor
1329,1329,7,etching à la poupée
1330,1330,6,etching
1331,1331,6,etching
1332,1332,6,etching
1333,1333,6,etching
1334,1334,6,etching
1335,1335,1,etchings
1336,1336,15,fabric
1337,1337,49,faience
1338,1338,39,faience (tin-glazed earthenware)
1339,1339,45,faience decorated in colored enamels
1340,1340,23,fan mounted as an album leaf
1341,1341,44,favrile glass
1342,1342,21,feather
1343,1343,21,feathers
1344,1344,15,feathers on cotton
1345,1345,3,fiber
1346,1346,48,filigree
1347,1347,20,first state
1348,1348,20,first state of two
1349,1349,5,fish skin
1350,1350,28,flawed carnelian (quartz)
1351,1351,28,flawed neutral chalcedony (quartz)
1352,1352,3,flax
1353,1353,32,flint
1354,1354,13,floral design
1355,1355,23,folded foot
1356,1356,23,folding fan
1357,1357,23,folding fan mounted as an album leaf
1358,1358,15,foundation: cotton
1359,1359,15,foundation: cotton warp and weft
1360,1360,11,framing line in pen and brown ink
1361,1361,11,framing lines in pen and black ink
1362,1362,11,framing lines in pen and brown ink
1363,1363,42,free-blown aquamarine glass
1364,1364,37,free-blown glass
1365,1365,42,free-blown glass with applied decoration
1366,1366,42,free-blown green glass
1367,1367,37,free-blown lead glass
1368,1368,42,free-blown molded green glass
1369,1369,37,free-blown non-lead glass
1370,1370,42,free-blown silvered glass
1371,1371,32,fresco
1372,1372,46,frieze 1 of 8 plates
1375,1375,5,fur
1376,1376,34,gabbro
1377,1377,9,garnet
1378,1378,9,garnet cabochon
1379,1379,42,garnet or glass paste cabochon
1380,1380,9,garnets
1381,1381,48,garnets with patterned foil backings
1382,1382,48,gaudy dutch
1383,1383,26,gelatin silver print
1384,1384,42,gelatin silver print from glass negative
1385,1385,9,gem
1386,1386,9,gem stones
1387,1387,9,gemstones
1388,1388,0,gesso
1389,1389,24,gilded
1390,1390,47,gilded alloy
1391,1391,25,gilded and painted
1392,1392,25,gilded and painted walnut
1393,1393,48,gilded brass
1394,1394,48,gilded bronze
1395,1395,47,gilded copper
1396,1396,24,gilded fruitwood
1397,1397,0,gilded gesso
1398,1398,25,gilded gesso on pine
1399,1399,25,gilded gesso on walnut
1400,1400,29,gilded oak
1401,1401,29,gilded pine
1402,1402,41,gilded silver
1403,1403,25,gilded wood
1404,1404,24,gilding
1405,1405,24,gilt
1406,1406,24,gilt brass
1407,1407,24,gilt bronze
1408,1408,24,gilt copper
1409,1409,24,gilt gesso
1410,1410,24,gilt gesso on pine
1411,1411,24,gilt glass
1412,1412,24,gilt lining
1413,1413,24,gilt metal
1414,1414,24,gilt silver
1415,1415,24,gilt wefts
1416,1416,24,gilt-bronze
1417,1417,24,gilt-bronze mounts
1418,1418,24,gilt
1419,1419,44,glass
1420,1420,28,glass (clear)
1421,1421,28,glass (green)
1422,1422,42,glass and lacquer
1423,1423,44,glass beads
1424,1424,44,glass cabochon
1425,1425,42,glass in wooden frame
1426,1426,42,glass lining
1427,1427,42,glass paste
1428,1428,44,glass paste cabochons
1429,1429,42,glass with engraved decoration
1430,1430,37,glass-vitrail
1431,1431,44,glass
1432,1432,44,glass
1433,1433,44,glass
1434,1434,44,glass
1435,1435,44,glass
1436,1436,44,glass
1437,1437,44,glass
1438,1438,49,glassy faience
1439,1439,39,glaze
1440,1440,39,glazed
1441,1441,28,glazed (faience)
1442,1442,39,glazed ceramic
1443,1443,39,glazed earthenware
1444,1444,39,glazed pottery
1445,1445,39,glazed steatite
1446,1446,39,glazed stoneware
1447,1447,39,glazed terracotta
1448,1448,49,glazes
1449,1449,41,gold
1450,1450,28,gold (cast alloy)
1451,1451,28,gold (cast)
1452,1452,28,gold (hammered)
1453,1453,41,gold alloy
1454,1454,41,gold and coloured hiramakie
1455,1455,41,gold and coloured togidashi
1456,1456,41,gold and enamel
1457,1457,41,gold and garnet
1458,1458,41,gold and silver foil
1459,1459,41,gold and silver hiramakie
1460,1460,41,gold and silver maki-e on black lacquer
1461,1461,41,gold and silver togidashi
1462,1462,41,gold foil
1463,1463,24,gold gilt
1464,1464,41,gold ground
1465,1465,41,gold hiramakie
1466,1466,41,gold lacquer
1467,1467,41,gold leaf
1468,1468,41,gold lithography
1469,1469,47,gold on copper alloy
1470,1470,22,gold on paper
1471,1471,22,gold on parchment
1472,1472,41,gold on silk
1473,1473,12,gold paint on wove paper
1474,1474,41,gold pigment
1475,1475,41,gold plate
1476,1476,41,gold sheet
1477,1477,41,gold thread
1478,1478,41,gold wire with filigree
1479,1479,41,gold with red stone
1480,1480,16,gouache
1481,1481,16,gouache and watercolor
1482,1482,12,gouache on off-white wove paper
1483,1483,12,gouache on wove paper
1484,1484,3,gourd
1485,1485,32,granite
1486,1486,34,granodiorite
1487,1487,8,granulation
1488,1488,16,graphite
1489,1489,16,graphite and gouache
1490,1490,11,graphite and ink
1491,1491,5,graphite and wash
1492,1492,16,graphite and watercolor
1493,1493,12,graphite and watercolor on laid paper
1494,1494,12,graphite and watercolor on paper
1495,1495,12,graphite and watercolor on tracing paper
1496,1496,12,graphite and watercolor on wove paper
1497,1497,12,graphite on buff paper
1498,1498,12,graphite on gray-green wove paper
1499,1499,12,graphite on green-tinted paper
1500,1500,12,graphite on laid paper
1501,1501,12,graphite on light green wove paper
1502,1502,12,graphite on light tan wove paper
1503,1503,12,graphite on newsprint
1504,1504,12,graphite on off-white bristol board
1505,1505,12,graphite on off-white laid paper
1506,1506,12,graphite on off-white wove paper
1507,1507,12,graphite on paper
1508,1508,12,graphite on tracing paper
1509,1509,12,graphite on wove paper
1510,1510,12,graphite on wove paper with gilt edges
1511,1511,16,graphite with touches of white gouache
1512,1512,5,grass
1513,1513,10,gray
1514,1514,11,gray ink
1515,1515,11,gray ink and gray wash
1516,1516,34,gray schist
1517,1517,10,gray stone
1518,1518,5,gray wash
1519,1519,12,gray wash on paper
1520,1520,10,green
1521,1521,10,green black
1522,1522,42,green cased over colorless lead glass
1523,1523,39,green faience
1524,1524,34,green feldspar
1525,1525,42,green glass
1526,1526,39,green glaze
1527,1527,39,green glazed
1528,1528,39,green glazed steatite
1529,1529,10,green jasper
1530,1530,10,green patina
1531,1531,34,green schist
1532,1532,10,green with red and yellow slips
1533,1533,10,green
1534,1534,10,green
1535,1535,34,greenstone
1536,1536,5,grey wash
1537,1537,34,greywacke
1538,1538,13,gros point lace
1539,1539,34,guangdong province
1540,1540,2,gum arabic
1541,1541,2,gum arabic and metallic ink
1542,1542,17,gut
1543,1543,17,gut strings
1544,1544,32,gypsum
1545,1545,32,gypsum alabaster
1546,1546,5,hair
1547,1547,41,hammered gold
1548,1548,10,hand colored
1549,1549,26,hand colored lithograph
1550,1550,2,hand colored lithograph with gum arabic
1551,1551,37,hand-colored
1552,1552,18,hand-colored engraving
1553,1553,18,hand-colored etching
1554,1554,18,hand-colored etching and aquatint
1555,1555,18,hand-colored etching and engraving
1556,1556,18,hand-colored etching and stipple
1557,1557,26,hand-colored lithograph
1558,1558,37,hand-coloring
1559,1559,0,handscroll
1560,1560,0,handscroll
1561,1561,0,handscroll
1562,1562,23,hanging scroll
1563,1563,23,hanging scroll
1564,1564,31,hard-paste biscuit porcelain
1565,1565,31,hard-paste porcelain
1566,1566,31,hard-paste porcelain (jingdezhen ware)
1567,1567,31,hard-paste porcelain painted with colored enamels over transparent glaze
1568,1568,37,heavy card-stock
1569,1569,17,heavy die-cut card stock
1570,1570,10,heightened with white
1571,1571,28,heightened with white (partly oxidized)
1572,1572,10,heightened with white chalk
1573,1573,16,heightened with white gouache
1574,1574,12,heightened with white on blue paper
1575,1575,10,heightened with white over black chalk
1576,1576,9,heliotrope
1577,1577,9,hematite
1578,1578,3,hemp
1579,1579,29,hickory
1580,1580,5,hide
1581,1581,10,highlighted with white
1582,1582,10,highlighted with white chalk
1583,1583,10,highlighted with white gouache
1584,1584,37,hiramaki-e
1585,1585,41,hiramakie design in gold and silver
1587,1587,36,hollow cast
1588,1588,22,hollow cut paper
1589,1589,11,hollow cut paper with pen and ink additions
1590,1590,29,holly
1591,1591,21,horn
1592,1592,28,horn (cow)
1593,1593,4,horsehair
1594,1594,27,human remains
1595,1595,30,illustrated book
1596,1596,18,illustrations: engraving
1597,1597,18,illustrations: etching
1598,1598,18,illustrations: etching and engraving
1599,1599,18,illustrations: lithography
1600,1600,18,illustrations: wood engraving
1601,1601,35,imari style
1602,1602,35,imari type
1603,1603,35,imbe style
1604,1604,27,impressed
1605,1605,11,in pen and brown ink
1606,1606,19,incised
1607,1607,19,incised lines
1608,1608,15,indigo-dyed cotton
1609,1609,32,indurated limestone
1610,1610,11,ink
1611,1611,11,ink and color on palm leaf
1612,1612,11,ink and color on paper
1613,1613,11,ink and color on silk
1614,1614,22,ink and gold on paper
1615,1615,22,ink and gold on parchment
1616,1616,11,ink and graphite
1617,1617,11,ink and gray wash
1618,1618,12,ink and opaque watercolor on paper
1619,1619,11,ink and wash
1620,1620,11,ink and wash and graphite
1621,1621,11,ink and watercolor
1622,1622,11,ink and watercolor and wash
1623,1623,12,ink and watercolor on paper
1624,1624,11,ink and watercolor over graphite
1625,1625,12,ink on paper
1626,1626,11,ink on papyrus
1627,1627,12,ink on parchment
1628,1628,12,ink on tracing paper
1629,1629,19,inlaid
1630,1630,25,inlaid with black compound
1631,1631,25,inlaid with ivory
1632,1632,25,inlaid with ivory or bone
1633,1633,25,inlaid with paint
1634,1634,25,inlaid with plain and carved ivory
1635,1635,41,inlaid with silver
1636,1636,28,inlaid with silver and brass (bidri ware)
1637,1637,43,inscribed bone
1638,1638,1,intaglio
1639,1639,43,iron
1640,1640,47,iron alloy
1641,1641,43,iron core
1642,1642,43,iron mounts
1643,1643,43,iron pin
1644,1644,43,iron pins
1645,1645,41,iron red and gold
1646,1646,21,island
1647,1647,28,issue 1 (bartsch)
1648,1648,21,ivory
1649,1649,36,ivory  with metal mounts
1650,1650,28,ivory (elephant)
1651,1651,28,ivory (hippopotamus)
1652,1652,28,ivory (walrus)
1653,1653,22,ivory and paper
1654,1654,21,ivory inlay
1655,1655,43,ivory or bone
1656,1656,36,ivory with metal mounts
1657,1657,21,ivory
1658,1658,9,jade
1659,1659,28,jade (jadeite)
1660,1660,28,jade (nephrite)
1661,1661,41,jade (nephrite) with gold and stone inlays
1662,1662,9,jadeite
1663,1663,9,jasper
1665,1665,11,jet
1666,1666,41,jewels
1668,1668,35,kakiemon type
1669,1669,27,kid
1670,1670,4,kingwood
1673,1673,13,knitted lace
1674,1674,35,ko imari style
1675,1675,35,ko imari type
1676,1676,35,kurawanka type
1677,1677,35,kutani type
1678,1678,13,lace
1679,1679,25,lacquer
1680,1680,12,lacquer on paper
1681,1681,10,lacquer with black ground
1682,1682,25,lacquered
1683,1683,29,lacquered wood
1684,1684,25,lacquered wood with gold
1685,1685,41,lacquered wood with gold and silver hiramaki-e
1686,1686,42,lacy pressed blue glass
1687,1687,42,lacy pressed glass
1688,1688,42,lacy pressed green glass
1689,1689,42,lacy pressed opalescent glass
1690,1690,27,laid down
1691,1691,27,laid down on board
1692,1692,12,laid down on canvas
1693,1693,27,laid down on wood
1695,1695,9,lapis lazuli
1696,1696,9,lapis-lazuli
1698,1698,27,lead
1699,1699,39,lead glazed earthenware
1700,1700,16,lead graphite
1701,1701,39,lead-glazed earthenware
1702,1702,28,lead-glazed earthenware (creamware)
1703,1703,39,lead-glazed earthenware inlaid with slip
1704,1704,48,leaded bronze
1705,1705,44,leaded glass
1706,1706,44,leaded opalescent glass
1707,1707,16,leadpoint or graphite
1708,1708,14,leather
1709,1709,28,leather (cuir bouilli)
1710,1710,14,leather
1711,1711,26,letterpress
1712,1712,10,light brown
1713,1713,10,light greenish gray
1714,1714,10,light sage-green
1715,1715,32,limestone
1716,1716,11,limestone with ink inscription
1717,1717,33,limestone with traces of paint
1718,1718,32,limestone
1720,1720,33,limewood with paint and gilding
1721,1721,34,limonite
1722,1722,15,linen
1723,1723,15,linen and cotton
1724,1724,14,linen and metal thread
1725,1725,15,linen and silk
1726,1726,15,linen and silk on linen
